chebi,name,definition,compound_id,type,accession_number,abbreviation_metabolite,casregistry_metabolite,cheblid_metabolite,description_metabolite,fullname_metabolite,hmdb_metabolite,inchikey_metabolite,inchistring_metabolite,keggid_metabolite,biocyc_metabolite,food_db_metabolite,reconmap3_metabolite,smile_metabolite,inchiKey_metabolite,inchiString_metabolite
1284,32650,L-asparaginate,An optically active form of asparaginate having L-configuration.,28645,KEGG COMPOUND accession,C02336,fru,53188-23-1,28645.0,"Human Metabolome Database (HMDB): Fructose, or levulose, is a levorotatory monosaccharide and an isomer of glucose (C6H12O6). The chemical composition of fructose is (C6H12O6). Pure fructose has a sweet taste similar to cane sugar, but with a ""fruity"" aroma. Although fructose is a hexose (6 carbon sugar), it generally exists as a 5-member hemiketal ring (a furanose). This structure is responsible for the long metabolic pathway and high reactivity compared to glucose. Fructose is found in many foods and is one of the three most important blood sugars along with glucose and galactose. Honey; tree fruits; berries; melons; and some root vegetables, such as beets, sweet potatoes, parsnips and onions, contain fructose, usually in combination with sucrose and glucose. Fructose is also derived from the digestion of sucrose, a disaccharide consisting of glucose and fructose that is broken down by enzymes during digestion. Fructose is the sweetest naturally occurring sugar, estimated to be twice as sweet as sucrose. It is used as a preservative and an intravenous infusion in parenteral feeding. Fructose is a reducing sugar, as are all monosaccharides. The spontaneous addition of single sugar molecules to proteins, known as glycation, is a significant cause of damage in diabetics. Fructose appears to be as dangerous as glucose in this regard and so does not seem to be the answer for diabetes (McPherson et al, 1988). This may be an important contribution to senescence and many age-related chronic diseases (Levi & Werman 1998).",D-Fructose,HMDB0000660,b,b,C02336,BETA-D-FRUCTOSE,FDB012528,fru,[H]OC([H])([H])[C@@]1([H])O[C@](O[H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@]1([H])O[H],RFSUNEUAIZKAJO-ARQDHWQXSA-N,"InChI=1S/C6H12O6/c7-1-3-4(9)5(10)6(11,2-8)12-3/h3-5,7-11H,1-2H2/t3-,4-,5+,6-/m1/s1"
1285,32656,D-asparaginate,a,28013,KEGG COMPOUND accession,C05378,,,,,,,,,,,,,,,
1286,32662,N(2)-asparagino group,a,16084,KEGG COMPOUND accession,C05345,,,,,,,,,,,,,,,
1287,30689,alpha-mannosyl group,a,9691,KEGG COMPOUND accession,C10174,,,,,,,,,,,,,,,
1288,30691,osmium(2+),a,69621,KEGG COMPOUND accession,C09742,,,,,,,,,,,,,,,
1289,30695,trichloridonitridomolybdenum,a,59979,KEGG COMPOUND accession,C10193,,,,,,,,,,,,,,,
1290,30705,octafluoromolybdate(2-),a,9699,KEGG COMPOUND accession,C08464,,,,,,,,,,,,,,,
1291,30709,hexafluoromolybdate(2-),a,9701,KEGG COMPOUND accession,C07861,,,,,,,,,,,,,,,
1292,30711,molybdenum pentafluoride,a,9702,KEGG COMPOUND accession,C11761,,,,,,,,,,,,,,,
1293,30714,tetrafluoro(selenoxo)molybdenum,a,9704,KEGG COMPOUND accession,C07862,,,,,,,,,,,,,,,
1294,33279,vitamin D5,A vitamin D in which the side-chain at position 17 consists of a (5R)-5-ethyl-6-methylheptan-2-yl group.,28903,KEGG COMPOUND accession,C01633,,,,,,,,,,,,,,,
1295,33286,agrochemical,An agrochemical is a substance that is used in agriculture or horticulture.,28054,KEGG COMPOUND accession,C01542,,,,,,,,,,,,,,,
1296,33289,avicide,A substance used to destroy bird pests (class Aves).,36632,KEGG COMPOUND accession,C07215,,,,,,,,,,,,,,,
1297,33292,fuel,An energy-rich substance that can be transformed with release of usable energy.,28063,KEGG COMPOUND accession,C07212,,,,,,,,,,,,,,,
1298,33296,alkali metal molecular entity,A molecular entity containing one or more atoms of an alkali metal.,37555,KEGG COMPOUND accession,C03188,,,,,,,,,,,,,,,
1299,33298,lithium molecular entity,a,10615,KEGG COMPOUND accession,C03547,,,,,,,,,,,,,,,
1300,33300,pnictogen,"Any p-block element atom that is in group 15 of the periodic table: nitrogen, phosphorus, arsenic, antimony and bismuth.",39567,KEGG COMPOUND accession,C08317,whddca,505-95-3,39567.0,"Human Metabolome Database (HMDB): 12-hydroxydodecanoic acid is the substrate of the human glutathione-dependent formaldehyde dehydrogenase (EC1.1.1.1). The enzyme that catalyzes the conversion of alcohols to aldehydes is a zinc-containing dimeric enzyme responsible for the oxidation of long-chain alcohols and omega-hydroxy fatty acids. (OMIM). The human glutathione-dependent formaldehyde dehydrogenase is unique among the structurally studied members of the alcohol dehydrogenase family in that it follows a random bi kinetic mechanism forming a binary complex, and a ternary complex with NAD+. (PMID 12196016).",12-Hydroxydodecanoic acid,HMDB0002059,b,b,C08317,b,FDB022822,whddca,[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([O-])=O,ZDHCZVWCTKTBRY-UHFFFAOYSA-M,"InChI=1S/C12H24O3/c13-11-9-7-5-3-1-2-4-6-8-10-12(14)15/h13H,1-11H2,(H,14,15)/p-1"
1301,32694,N(omega)-D-arginino group,a,15876,KEGG COMPOUND accession,C04902,,,,,,,,,,,,,,,
1302,32696,argininium(1+),a,16117,KEGG COMPOUND accession,C04750,T_antigen,b,16117.0,b,T-Antigen (Core 1),b,b,b,C04750,b,b,T_antigen,[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(O[C@@]2([H])[C@@]([H])(O[H])[C@]([H])(OC([H])([*])[C@]2([H])N([H])C(=O)C([H])([H])[H])C([H])([H])O[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@@]1([H])O[H],b,b
1303,32713,L-tryptophanyl radical cation,a,17950,KEGG COMPOUND accession,C01290,C01290,4682-48-8,b,"Human Metabolome Database (HMDB): Lactosylceramide (d18:1/12:0) is a lactosylceramide or LacCer. Lactosylceramides are the most important and abundant of the diosylceramides. Lactosylceramides (LacCer) were originally called 'cytolipin H'. It is found in small amounts only in most animal tissues, but it has a number of significant biological functions and it is of great importance as the biosynthetic precursor of most of the neutral oligoglycosylceramides, sulfatides and gangliosides. In animal tissues, biosynthesis of lactosylceramide involves addition of the second monosaccharides unit (galactose) as its nucleotide derivative to monoglucosylceramide, catalysed by a specific beta-1,4-galactosyltransferase on the lumenal side of the Golgi apparatus. The glucosylceramide precursor must first cross from the cytosolic side of the membrane, possibly via the action of a flippase. The lactosylceramide produced can be further glycosylated or transferred to the plasma membrane. Lactosylceramide may assist in stabilizing the plasma membrane and activating receptor molecules in the special micro-domains or rafts, as with the cerebrosides. It may also have its own specialized function in the immunological system in that it is known to bind to specific bacteria. In addition, it is believed that a number of pro-inflammatory factors activate lactosylceramide synthase to generate lactosylceramide, which in turn activates ""oxygen-sensitive"" signalling pathways that affect such cellular processes as proliferation, adhesion, migration and angiogenesis. Dysfunctions in these pathways can affect several diseases of the cardiovascular system, cancer and inflammatory states, so lactosylceramide metabolism is a potential target for new therapeutic treatments. beta-D-galactosyl-1,4-beta-D-glucosylceramide is the second to last step in the synthesis of N-Acylsphingosine and is converted. from Glucosylceramide via the enzyme beta-1,4-galactosyltransferase 6 (EC:2.4.1.-). It can be converted to Glucosylceramide via the enzyme beta-galactosidase (EC:3.2.1.23). Moreover, lactosylceramide (D18:1/12:0) is found to be associated with abetalipoproteinemia and hypobetalipoproteinemia, which are inborn errors of metabolism.",Lactosylceramide (d18:1/12:0),HMDB0004866,b,b,C01290,CYTOLIPIN_H,FDB023465,b,[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(O[C@@]2([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(OC([H])([H])[C@]([H])(N([H])C([*])=O)[C@]([H])(O[H])C(\[H])=C(/[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])O[C@]2([H])C([H])([H])O[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@@]1([H])O[H],KNWHKVBHCLQVFX-QXWNENIHSA-N,b
1304,30451,hexachloridostannide(2-),a,17821,KEGG COMPOUND accession,C00178,thym,65-71-4,17821.0,"Human Metabolome Database (HMDB): One of the pyrimidine bases of living matter. Derivation: Hydrolysis of deoxyribonucleic acid, from methylcyanoacetylurea by catalytic reduction. Use: Biochemical research. (Hawley's Condensed Chemical Dictionary). Thymine is a pyrimidine nucleobase. As the name implies, thymine may be derived by methylation of uracil at the 5th carbon. Thymine is found in the nucleic acid DNA. In RNA thymine is replaced with uracil in most cases. In DNA, thymine binds to adenine via two hydrogen bonds to assist in stabilizing the nucleic acid structures.",Thymine,HMDB0000262,b,b,C00178,THYMINE,FDB021922,thym,[H]N1C([H])=C(C(=O)N([H])C1=O)C([H])([H])[H],RWQNBRDOKXIBIV-UHFFFAOYSA-N,"InChI=1S/C5H6N2O2/c1-3-2-6-5(9)7-4(3)8/h2H,1H3,(H2,6,7,8,9)"
1305,30460,tellanide,a,27607,KEGG COMPOUND accession,C09908,,,,,,,,,,,,,,,
1306,30462,orthotellurate(6-),a,9582,KEGG COMPOUND accession,C10191,,,,,,,,,,,,,,,
1307,30618,hydroxypropyl methylcellulose,a,16558,KEGG COMPOUND accession,C01757,,,,,,,,,,,,,,,
1308,30514,caesium atom,a,63629,KEGG COMPOUND accession,C07452,,,,,,,,,,,,,,,
1309,30520,octafluorotungstate(2-),a,9611,KEGG COMPOUND accession,C07142,,,,,,,,,,,,,,,
1310,30643,heptacyanomolybdate(5-),a,71418,KEGG COMPOUND accession,C08183,,,,,,,,,,,,,,,
1311,30651,hexakis(pyridine)iron(2+),a,9672,KEGG COMPOUND accession,C10410,,,,,,,,,,,,,,,
1312,30653,homoserine,An alpha-amino acid that is glycine substituted at the alpha-position by a 2-hydroxyethyl group.,9673,KEGG COMPOUND accession,C10961,,,,,,,,,,,,,,,
1313,30657,D-homoserine lactone,The D-enantiomer of homoserine lactone.,9675,KEGG COMPOUND accession,C11345,,,,,,,,,,,,,,,
1314,30661,thyronine,A tyrosine derivative where the phenolic hydrogen of tyrosine is substituted by 4-hydroxyphenyl.,9678,KEGG COMPOUND accession,C10962,,,,,,,,,,,,,,,
1315,30663,cyclopentadienyl group,a,9679,KEGG COMPOUND accession,C08136,,,,,,,,,,,,,,,
1316,30665,carbonylbis(eta(5)-cyclopentadienyl)molybdenum,a,507499,KEGG COMPOUND accession,C10192,,,,,,,,,,,,,,,
1317,30569,silylidene group,a,63631,KEGG COMPOUND accession,C07502,,,,,,,,,,,,,,,
1318,30571,stannylidyne group,a,63632,KEGG COMPOUND accession,C11158,,,,,,,,,,,,,,,
1319,30573,plumbylidyne group,a,9635,KEGG COMPOUND accession,C08166,,,,,,,,,,,,,,,
1320,33335,scandium group element atom,a,28617,KEGG COMPOUND accession,C06758,,,,,,,,,,,,,,,
1321,33339,arylene group,A bivalent group derived from an arene by removal of a hydrogen atom from each of two ring carbon atoms.,27417,KEGG COMPOUND accession,C06756,,,,,,,,,,,,,,,
1322,33341,titanium atom,a,16663,KEGG COMPOUND accession,C04093,,,,,,,,,,,,,,,
1323,33345,titanium group element atom,a,18111,KEGG COMPOUND accession,C00240,,,,,,,,,,,,,,,
1324,32745,L-selenocysteinyl group,a,16218,KEGG COMPOUND accession,C00663,g1p_B,b,b,b,Beta D-Glucose 1-phosphate,b,b,b,C00663,b,b,b,b,b,b
1325,32750,D-selenocysteinate(2-),a,17719,KEGG COMPOUND accession,C01172,g6p_B,b,17719.0,"Human Metabolome Database (HMDB): Beta-D-Glucose 6 phosphate (b-G6P) is the beta-anomer of glucose-6-phosphate. There are two anomers of glucose 6 phosphate, the alpha anomer and the beta anomer. Specifically, beta-D-Glucose 6-phosphate is glucose sugar phosphorylated on carbon 6. It is a very common metabolite in cells as the vast majority of glucose entering a cell will become phosphorylated in this way. The primary reason for the immediate phosphorylation of glucose is to prevent diffusion out of the cell. The phosphorylation adds a charged phosphate group so the glucose 6-phosphate cannot easily cross the cell membrane. b-G6P is involved in the glycolysis, gluconeogenesis, pentose phosphate, and glycogen and sucrose metabolic pathways [Kegg ID: C01172]. Beta-D-Glucose 6 phosphate can be generated through beta-D-fructose phosphate or alpha-D-glucose 6 phosphate (via glucose-6-phosphate isomerase) or beta-D glucose (via hexokinase). It can then be sent off to the pentose phosphate pathway which generates the useful cofactor NADPH as well as ribulose 5-phosphate, a carbon source for the synthesis of other molecules. Alternately if the cell needs energy or carbon skeletons for synthesis then glucose 6-phosphate is targeted for glycolysis. A third route is to have glucose 6 phosphate stored or converted to glycogen, especially if blood glucose levels are high.",Beta-D-Glucose 6-phosphate,HMDB0003498,b,b,C01172,b,FDB023183,b,b,NBSCHQHZLSJFNQ-VFUOTHLCSA-N,b
1326,32750,D-selenocysteinate(2-),a,17719,KEGG COMPOUND accession,C01172,M01389,b,17719.0,b,Beta-D-Glucose-6-Phosphate,b,b,b,C01172,b,b,M01389,[H]O[C@]1([H])O[C@]([H])(C([H])([H])OP(=O)(O[H])O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]1([H])O[H],NBSCHQHZLSJFNQ-VFUOTHLCSA-N,"InChI=1S/C6H13O9P/c7-3-2(1-14-16(11,12)13)15-6(10)5(9)4(3)8/h2-10H,1H2,(H2,11,12,13)/t2-,3-,4+,5-,6-/m1/s1"
1327,32763,L-tyrosinyl radical cation,a,27863,KEGG COMPOUND accession,C04429,,,,,,,,,,,,,,,
1328,30809,tetraaquadicyanoiron,a,9746,KEGG COMPOUND accession,C10095,,,,,,,,,,,,,,,
1329,32607,L-isoleucino group,a,27413,KEGG COMPOUND accession,C05670,,,,,,,,,,,,,,,
1330,32611,D-isoleucino group,a,10353,KEGG COMPOUND accession,C10430,,,,,,,,,,,,,,,
1331,32613,isoleucinium,a,27723,KEGG COMPOUND accession,C09625,,,,,,,,,,,,,,,
1332,32620,L-leucinium,The L-enantiomer of leucinium.,10357,KEGG COMPOUND accession,C09629,,,,,,,,,,,,,,,
1333,32622,L-leucino group,a,36217,KEGG COMPOUND accession,C06422,,,,,,,,,,,,,,,
1334,32624,D-leucinium,The D-enantiomer of leucinium.,10359,KEGG COMPOUND accession,C09637,,,,,,,,,,,,,,,
1335,32626,D-leucino group,a,10360,KEGG COMPOUND accession,C09849,,,,,,,,,,,,,,,
1336,32630,leucine residue,a,10362,KEGG COMPOUND accession,C08591,,,,,,,,,,,,,,,
1337,33348,tantalum atom,a,18143,KEGG COMPOUND accession,C04153,,,,,,,,,,,,,,,
1338,33350,chromium group element atom,a,15731,KEGG COMPOUND accession,C04779,,,,,,,,,,,,,,,
1339,33353,technetium atom,a,10642,KEGG COMPOUND accession,C06153,,,,,,,,,,,,,,,
1340,31520,doxapram hydrochloride monohydrate,"The monohydrate form of doxapram hydrochloride. A central and respiratory stimulant with a brief duration of action, it is used as a temporary treatment of acute respiratory failure, particularly when superimposed on chronic obstructive pulmonary disease, and of postoperative respiratory depression. It has also been used for treatment of postoperative shivering.",17775,KEGG COMPOUND accession,C00366,urate,69-93-2,17775.0,"Human Metabolome Database (HMDB): Uric acid is a heterocyclic purine derivative that is the final oxidation product of purine metabolism. It is produced by the enzyme xanthine oxidase, which oxidizes oxypurines such as xanthine into uric acid. In most mammals, except humans and higher primates, the enzyme uricase further oxidizes uric acid to allantoin. Uric acid is also the end product of nitrogen metabolism in birds and reptiles. In such species, it is excreted in feces as a dry mass. Humans produce only small quantities of uric acid with excess accumulation leading to a type of arthritis known as gout. The loss of uricase in higher primates parallels the similar loss of the ability to synthesize ascorbic acid vitamin C. This may be because in higher primates uric acid partially replaces ascorbic acid. Uric acid is found to be associated with Lesch-Nyhan syndrome and xanthinuria type I, which are inborn errors of metabolism.",Uric acid,HMDB0000289,b,b,C00366,URATE,FDB015350,urate,[H]N1C(=O)N([H])C2=C1N([H])C(=O)N([H])C2=O,LEHOTFFKMJEONL-UHFFFAOYSA-N,"InChI=1S/C5H4N4O3/c10-3-1-2(7-4(11)6-1)8-5(12)9-3/h(H4,6,7,8,9,10,11,12)"
1341,30872,oxaloamino group,a,9774,KEGG COMPOUND accession,C07547,,,,,,,,,,,,,,,
1342,30874,oxalosulfanyl group,a,9775,KEGG COMPOUND accession,C09248,,,,,,,,,,,,,,,
1343,30876,3-oxalobenzoic acid,a,9776,KEGG COMPOUND accession,C09564,,,,,,,,,,,,,,,
1344,31555,erythromycin ethylsuccinate,A erythromycin derivative that is erythromycin A in which the hydroxy group at position 3R is substituted by a (4-ethoxy-4-oxobutanoyl)oxy group. It is used for the treatment of a wide variety of bacterial infections.,49050,KEGG COMPOUND accession,C05241,,,,,,,,,,,,,,,
1345,31568,profenamine hydrochloride,"The monohydrochloride salt of profenamine. An antimuscarinic, it is used for the symptomatic treatment of Parkinson's disease.",28070,KEGG COMPOUND accession,C03031,,,,,,,,,,,,,,,
1346,32014,pirenzepine hydrochloride,a,10103,KEGG COMPOUND accession,C09606,,,,,,,,,,,,,,,
1347,32020,pitavastatin,"A dihydroxy monocarboxylic acid that is (6E)-7-[2-cyclopropyl-4-(4-fluorophenyl)quinolin-3-yl]hept-6-enoic acid in which the two hydroxy groups are located at positions 3 and 5 (the 3R,5S-stereoisomer). Used as its calcium salt for treatment of hypercholesterolemia (elevated levels of cholesterol in the blood) on patients unable to sufficiently lower their cholesterol levels by diet and exercise.",10106,KEGG COMPOUND accession,C09981,,,,,,,,,,,,,,,
1348,33187,oxomalononitrile,a,28661,KEGG COMPOUND accession,C06426,dlnlcgcrn,506-26-3,28661.0,"Human Metabolome Database (HMDB): Gamma-Linolenic acid is an omega-6 fatty acid produced in the body as the delta 6-desaturase metabolite of linoleic acid. It is converted to dihomo-gamma-linolenic acid, a biosynthetic precursor of monoenoic prostaglandins such as PGE1. (From Merck Index, 11th ed) -- Pubchem.",Gamma-Linolenic acid,HMDB0003073,b,b,C06426,5Z13E-15S-91115-TRIHYDROXYPROSTA-,FDB002943,dlnlcgcrn,[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],VZCCETWTMQHEPK-NPLRDPCCSA-N,"InChI=1S/C18H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h6-7,9-10,12-13H,2-5,8,11,14-17H2,1H3,(H,19,20)/b7-6-,10-9?,13-12-"
1349,33187,oxomalononitrile,a,28661,KEGG COMPOUND accession,C06426,lnlncg,506-26-3,28661.0,"Human Metabolome Database (HMDB): Gamma-Linolenic acid is an omega-6 fatty acid produced in the body as the delta 6-desaturase metabolite of linoleic acid. It is converted to dihomo-gamma-linolenic acid, a biosynthetic precursor of monoenoic prostaglandins such as PGE1. (From Merck Index, 11th ed) -- Pubchem.",Gamma-Linolenic acid,HMDB0003073,b,b,C06426,5Z13E-15S-91115-TRIHYDROXYPROSTA-,FDB002943,lnlncg,[H]\C(=C(/[H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([O-])=O,VZCCETWTMQHEPK-NPLRDPCCSA-M,"InChI=1S/C18H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h6-7,9-10,12-13H,2-5,8,11,14-17H2,1H3,(H,19,20)/p-1/b7-6-,10-9?,13-12-"
1350,33189,hydrazonomalononitrile,a,15508,KEGG COMPOUND accession,C03035,lnlncgcoa,b,15508.0,"Human Metabolome Database (HMDB): Gamma-linolenoyl-CoA is the product of a chemical reaction that involves linoleoyl-CoA desaturase which acts as a catalyst. In enzymology, linoleoyl-CoA desaturase (EC 1.14.19.3) is an enzyme that catalyzes the chemical reaction. linoleoyl-CoA + AH2 + O2 gamma-linolenoyl-CoA + A + 2 H2O. The 3 substrates of this enzyme are linoleoyl-CoA, AH2, and O2, whereas its 3 products are gamma-linolenoyl-CoA, A, and H2O. (Wikipedia).",Gamma-linolenoyl-CoA,HMDB0006368,b,b,C03035,GAMMA-LINOLENOYL-COA,FDB023905,lnlncgcoa,[H]O[C@@]([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP([O-])(=O)OP([O-])(=O)OC([H])([H])[C@@]1([H])O[C@@]([H])(N2C([H])=NC3=C(N=C([H])N=C23)N([H])[H])[C@]([H])(O[H])[C@]1([H])OP([O-])([O-])=O,XZQYPTBYQYZGRU-FHDVEODPSA-J,"InChI=1S/C39H64N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-30(48)67-23-22-41-29(47)20-21-42-37(51)34(50)39(2,3)25-60-66(57,58)63-65(55,56)59-24-28-33(62-64(52,53)54)32(49)38(61-28)46-27-45-31-35(40)43-26-44-36(31)46/h8-9,11-12,14-15,26-28,32-34,38,49-50H,4-7,10,13,16-25H2,1-3H3,(H,41,47)(H,42,51)(H,55,56)(H,57,58)(H2,40,43,44)(H2,52,53,54)/p-4/b9-8-,12-11-,15-14-/t28-,32-,33-,34+,38-/m1/s1"
