	chebi	name	definition	compound_id	type	accession_number
680	25882	dihydrotricetin	A pentahydroxyflavanone that is flavanone substituted by hydroxy groups at positions 5, 7, 3', 4' and 5'.	8005	KEGG COMPOUND accession	C00889
681	26863	teasterone	a	15425	KEGG COMPOUND accession	C06658
682	26889	tetrachlorocatechol	A chlorocatechol that is catechol in which all of the hydrogens attached to the benzene ring are replaced by chlorines.	8450	KEGG COMPOUND accession	C10986
683	26893	tetracyclic triterpenoid	Any triterpenoid consisting of a tetracyclic skeleton.	8452	KEGG COMPOUND accession	C11181
684	24685	hydroxybutanoyl-CoA	Any member of the class of  butanoyl-CoAs having hydroxybutanoyl as the acyl substituent.	69437	KEGG COMPOUND accession	C10510
685	24693	hydroxycyclohexanone	Any member of the class of cyclohexanones carrying one or more hydroxy substituents.	16742	CAS Registry Number	65-86-1
686	24697	hydroxyflavanone	A member of the class of flavanones that consists of flavanone with one or more hydroxy substituents.	15842	CAS Registry Number	2149-82-8
687	24698	hydroxyflavone	Any flavone in which one or more ring hydrogens are replaced by hydroxy groups.	7789	KEGG COMPOUND accession	C07935
688	24699	hydroxyfluorenes	Any member of the class of  fluorenes containing a mono- or poly-substituted  fluorene ring in which at least one of the substituents is a hydroxy group.	7789	CAS Registry Number	83-98-7
689	26082	phosphorus molecular entity	a	8093	CAS Registry Number	59-42-7
690	26094	benzenedicarboxylic acid	A member of the class of benzoic acids in that consists of benzene substituted by two carboxy groups (A closed class).	27924	KEGG COMPOUND accession	C02304
691	26095	phthaloyl group	A divalent carboacyl group formed by removal of an OH from each carboxyl group of phthalic acid. It has been used as an amino protecting group of deoxyadenosine in oligonucleotide synthesis.	27924	CAS Registry Number	100-63-0
692	24433	group	A defined linked collection of atoms or a single atom within a molecular entity.	17981	KEGG COMPOUND accession	C00979
693	25604	nucleotide-(amino alcohol)s	a	70007	KEGG COMPOUND accession	C10117
694	25608	nucleoside phosphate	A nucleobase-containing molecular entity that is a nucleoside in which one or more of the sugar hydroxy groups has been converted into a mono- or poly-phosphate. The term includes both nucleotides and non-nucleotide nucleoside phosphates.	45863	KEGG COMPOUND accession	C07394
695	25609	nucleotide-sugar	a	45863	CAS Registry Number	33069-62-4
696	25935	hydroperoxyl	a	28194	KEGG COMPOUND accession	C08363
697	25940	peroxides	Compounds of structure ROOR'.	8034	CAS Registry Number	133-26-6
698	25953	3,4-phenanthrenediyl bissulfate	a	8041	KEGG COMPOUND accession	C09527
699	25956	9,10-phenanthrenediyl bissulfate	a	28205	CAS Registry Number	24394-14-7
700	25961	phenanthrenes	Any benzenoid aromatic compound that consists of a phenanthrene skeleton and its substituted derivatives thereof.	17556	CAS Registry Number	37831-70-2
701	25962	phenanthrol	a	17465	KEGG COMPOUND accession	C05229
702	26935	tetraterpenoid	Any terpenoid derived from a tetraterpene. The term includes compounds in which the C40 skeleton of the parent tetraterpene has been rearranged or modified by the removal of one or more skeletal atoms (generally methyl groups).	17153	KEGG COMPOUND accession	C00479
703	26952	thioacetic acid	a	28831	KEGG COMPOUND accession	C05979
704	26959	thiocarboxylic ester	An ester in which one or both oxygens of an ester group have been replaced by divalent sulfur.	8474	CAS Registry Number	75-33-2
705	26961	thiophenes	Compounds containing at least one thiophene ring.	8475	CAS Registry Number	32157-29-2
706	24472	halohydrocarbon	A compound derived from a hydrocarbon by replacing a hydrogen atom with a halogen atom.	18013	KEGG COMPOUND accession	C02572
707	24508	heparitins	a	28867	KEGG COMPOUND accession	C03017
708	21484	N-(indole-3-acetyl)-L-aspartic acid	An N-acyl-L-aspartic acid in which the acyl group is specified as indole-3-acetyl.	28110	KEGG COMPOUND accession	C03776
709	21498	N-acetyl-7-O-acetylneuraminic acid	a	17533	KEGG COMPOUND accession	C00624
710	21347	L-lanthionine	The L-enantiomer of lanthionine.	16780	KEGG COMPOUND accession	C01255
711	19168	17-oxo steroid	Any  oxo steroid carrying the oxo group at position 17.	17232	KEGG COMPOUND accession	C01165
712	11944	4-(hydroxymethyl)benzenesulfonate	An arenesulfonate that is the conjugate base of 4-(hydroxymethyl)benzenesulfonic acid, obtained by deprotonation of the sulfonic acid group.	15895	CAS Registry Number	2782-07-2
713	20700	6-aminonaphthalene-2-sulfonic acid	a	6798	CAS Registry Number	67129-08-2
714	20706	6-aminopurines	Any compound having 6-aminopurine (adenine) as part of its structure.	6801	CAS Registry Number	657-24-9
715	19543	2-dehydro-L-idonic acid	a	16542	KEGG COMPOUND accession	C03872
716	20408	4-hydroxylamino-2,6-dinitrotoluene	A member of the class of nitrotoluenes that is 2,6-dinitrotoluene bearing an additional hydroxylamino substituent at position 4.	6664	KEGG COMPOUND accession	C05622
717	20653	5alpha-estrane	a	16600	CAS Registry Number	498-24-8
718	19290	2,22,25-trideoxyecdysone	A 3beta-hydroxy steroid that is 5beta-cholestane containing a double bond between positions 7 and 8, and substituted by an oxo group at position 6 and by hydroxy groups at the 3beta and 14alpha positions.	27890	KEGG COMPOUND accession	C03126
719	19297	2,3,5-trichloromaleylacetic acid	a	17191	KEGG COMPOUND accession	C00407
720	20502	5,10-methylenetetrahydrofolic acid	a	6701	KEGG COMPOUND accession	C10606
721	21354	methyl L-lysinate	The L-lysyl ester formed by conjugating L-lysine with methanol.	15569	KEGG COMPOUND accession	C06382
722	21358	L-mannarate(1-)	A mannarate(1-) that is the conjugate base of L-mannaric acid.	16481	KEGG COMPOUND accession	C06384
723	19480	2-bromomaleylacetate	a	17937	KEGG COMPOUND accession	C02991
724	20712	6-deoxocastasterone	A 3alpha-hydroxy steroid that is castasterone which is lacking the oxo substituent at position 6.	6804	CAS Registry Number	55-92-5
725	26391	purine nucleoside diphosphate	a	8205	KEGG COMPOUND accession	C09528
726	26392	purine nucleoside monophosphate	a	8205	CAS Registry Number	21416-53-5
727	26394	purine nucleoside	a	8206	CAS Registry Number	17617-45-7
728	26396	purine ribonucleoside diphosphate	a	8207	CAS Registry Number	92-13-7
729	26409	pyrazole insecticide	a	8214	CAS Registry Number	13523-86-9
730	26410	pyrazoles	a	17187	KEGG COMPOUND accession	C06077
731	26414	pyridazinone	a	8217	KEGG COMPOUND accession	C10165
732	26420	pyridinemonocarboxylic acid	A monocarboxylic acid in which the carboxy group is attached to a pyridine (or substituted pyridine) ring.	28996	KEGG COMPOUND accession	C09884
733	26667	sialic acid	Any of the N-acylneuraminic acids and their esters and other derivatives of the alcoholic hydroxy groups.	258351	CAS Registry Number	6673-35-4
734	26668	sialosyl group	A glycosyl group derived by removal of the exomeric hydroxy group from any of the sialic acids.	8349	KEGG COMPOUND accession	C06784
735	26670	sialoyl group	The acyl group derived from any of the sialic acids by removal of the hydroxy group from its carboxy group.	8351	KEGG COMPOUND accession	C06786
736	23916	enoyl group	Acyl groups derived from alkenoic acids.	7448	KEGG COMPOUND accession	C08124
737	23927	epi-inositol	a	7454	KEGG COMPOUND accession	C07251
738	23931	epoxy monocarboxylic acid	Monocarboxylic acids containing at least one epoxy group.	100147	KEGG COMPOUND accession	C05079
739	21569	N-acetyl-O-acetylneuraminic acid	a	16682	KEGG COMPOUND accession	C01073
740	27341	xylitol phosphate	a	27623	CAS Registry Number	119-24-4
741	27345	xylonate	a	8630	CAS Registry Number	537-42-8
742	27350	xyloside	a	8633	CAS Registry Number	3681-99-0
743	27353	xylulose	a	35596	KEGG COMPOUND accession	C09893
744	26461	pyrroloquinoline cofactor	a	17304	CAS Registry Number	491-09-8
745	26482	quercetin sulfate	a	67347	KEGG COMPOUND accession	C10516
746	26483	quercetin trissulfate	a	67347	CAS Registry Number	469-01-2
747	26493	quinic acid	A cyclitol carboxylic acid.	8255	CAS Registry Number	33817-20-8
748	24012	farnesal	a	7492	KEGG COMPOUND accession	C07255
749	19432	2-acetamidofluorenes	An ortho-fused polycyclic arene, or derivative thereof, that consists of 9H-fluorene bearing an acetamido substituent at position 2.	15729	CAS Registry Number	70-26-8
750	26206	polysialic acid	Polymers of sialic acid and derivatives. The degree of polymerization is 8 to 200 Sia residues.	17517	KEGG COMPOUND accession	C00344
751	26507	dihydroxyquinoline	Any hydroxyquinoline in which the number of hydroxy substituents is specified as two.	17757	KEGG COMPOUND accession	C02061
752	25548	nitrilotriacetate(3-)	A tricarboxylic acid trianion resulting from the deprotonation of all three hydroxy groups of nitrilotriacetic acid.	15379	CAS Registry Number	7782-44-7
753	25555	nitrogen atom	a	7864	CAS Registry Number	434-07-1
754	24231	geranylgeranyl group	a	18379	KEGG COMPOUND accession	C00726
755	24084	formimidoyl group	a	7528	CAS Registry Number	56391-56-1
756	26296	propanoyl-CoAs	Any short-chain fatty acyl-CoA  in which the the fatty acid specified is propanoic acid or its derivatives.	15907	KEGG COMPOUND accession	C02306
757	25560	nitroglycerol	A nitrate ester that is glycerol in which nitro group(s) replace the hydrogen(s) attached to one or more of the hydroxy groups.	69830	KEGG COMPOUND accession	C09282
758	29221	perchloric acid	a	9130	KEGG COMPOUND accession	C07520
759	29222	hypochlorite	a	9130	CAS Registry Number	28523-86-6
760	29224	dibromine	a	9131	CAS Registry Number	571-74-4
761	29227	orthoperiodate(5-)	a	16119	KEGG COMPOUND accession	C00493
762	29410	(hydridosulfido)dioxygen(.)	a	9215	KEGG COMPOUND accession	C02078
763	29411	trioxidanyl	a	9215	CAS Registry Number	1695-77-8
764	29412	oxonium	a	9216	KEGG COMPOUND accession	C11619
765	29413	dichloride(.1-)	a	9216	CAS Registry Number	21736-83-4
766	29416	chlorine trioxide	a	16610	KEGG COMPOUND accession	C00315
767	30001	D-selenocysteine	a	17228	CAS Registry Number	543-18-0
768	30002	D-selenocysteine residue	a	9410	KEGG COMPOUND accession	C05463
769	30004	D-selenocysteinate residue	a	36259	KEGG COMPOUND accession	C02592
770	30006	L-leucine residue	a	36259	CAS Registry Number	516-90-5
771	30007	D-alloisoleucine residue	a	17864	KEGG COMPOUND accession	C03642
772	30009	L-isoleucine residue	a	16461	KEGG COMPOUND accession	C01616
773	30011	L-glutamine residue	a	16461	CAS Registry Number	33497-79-9
774	30020	D-selenomethionine residue	a	17948	CAS Registry Number	480-18-2
775	30027	hexaamminecobalt(3+)	A cobalt coordination entity consisting of six amino groups bound to a central cobalt atom.	16267	CAS Registry Number	21401-21-8
776	24096	dihydroxy(methyl)silanecarbaldehyde	a	7539	KEGG COMPOUND accession	C06469
777	24099	formyltetrahydrofolic acid	a	7540	CAS Registry Number	2468-88-4
778	19591	2-hexenal	A hexenal having the double bond at the 2-position.	17895	KEGG COMPOUND accession	C00082
779	26596	salicylates	Any salt or ester arising from reaction of the carboxy group of salicylic acid, or any ester resulting from the condensation of the phenolic hydroxy group of salicylic acid with an organic acid.	16829	KEGG COMPOUND accession	C11632
780	21681	N-benzoyl-D-arginines	Any D-arginine derivative in which at least one of the nitrogens has been benzoylated.	21645	KEGG COMPOUND accession	C02562
781	21689	N-carbamoyl-amino acid	a	16180	KEGG COMPOUND accession	C02055
782	19660	2-hydroxyoctadecanoic acid	A long-chain fatty acid that is stearic (octadecanoic) acid substituted at position 2 by a hydroxy group.	6329	CAS Registry Number	66592-71-0
783	19662	2-hydroxytetrahydrofuran	a	6331	KEGG COMPOUND accession	C05947
784	19680	2-methylacetoacetate	a	6339	KEGG COMPOUND accession	C11718
785	30032	hexaaquamagnesium(2+)	a	9421	KEGG COMPOUND accession	C07771
786	30035	heptaaquacalcium(2+)	a	9422	CAS Registry Number	119168-77-3
787	20714	6-deoxycathasterone	A 3beta-hydroxy steroid that is cathasterone which is lacking the oxo substituent at position 6.	6805	CAS Registry Number	914-00-1
788	20717	6-deoxotyphasterol	Typhasterol in which the oxygen atom of the keto group has been substituted by two hydrogen atoms. A member of a biosynthetic pathway to castasterone, it has been isolated from the primary roots of maize.	6807	KEGG COMPOUND accession	C07163
789	21753	N-methyl-L-asparagine	An L-asparagine derivative comprising L-asparagine carrying one or more N-methyl substituents.	15737	KEGG COMPOUND accession	C01043
790	21766	N-methylglycines	An N-alkylglycine that is sarcosine and derivatives of sarcosine arising by replacement of the hydrogen attached to the nitrogen by a hydrocarbyl group.	7265	KEGG COMPOUND accession	C05680
791	21780	N-palmitoyl-L-cysteine	A palmitoyl-L-cysteine in which the palmitoyl group is attached to the nitrogen via an amide linkage.	48427	KEGG COMPOUND accession	C03409
792	19946	xylosylglycoside	a	6461	KEGG COMPOUND accession	C10602
793	19963	3-aminobenzenesulfonate	a	6469	CAS Registry Number	115-95-7
794	19981	(1R,2R)-3-chlorocyclohexa-3,5-diene-1,2-diol	a	17351	KEGG COMPOUND accession	C01595
795	22050	S-glycyl-L-cysteine	An N-acyl-L-amino acid that is the S-glycyl derivative of L-cysteine.	17592	KEGG COMPOUND accession	C03153
796	22058	S-(methylbutanoyl)dihydrolipoamide	a	28284	KEGG COMPOUND accession	C03416
797	21816	N(2)-glutamino group	a	28255	KEGG COMPOUND accession	C03521
798	21836	N(4)-glycosyl-L-asparagine	a	28902	CAS Registry Number	100-65-2
799	19814	25-deoxyecdysone	A 3beta-hydroxy steroid that is ecdysone in which the hydroxy group at position 25 is replaced by a hydrogen.	27889	CAS Registry Number	7439-92-1
800	27002	thymidyl group	A thymidyl group is a group formed by loss of a 3'- or 5'-hydroxy group from the deoxyribose moiety of thymidine.	16052	KEGG COMPOUND accession	C11505
801	27020	tolualdehyde	A benzaldehyde compound having a methyl group in an unspecified position.	62415	KEGG COMPOUND accession	C05983
802	27023	toluene-4-sulfonate	An  arenesulfonate oxoanion that is the conjugate base of toluene-4-sulfonic acid.	8491	KEGG COMPOUND accession	C07405
803	27031	cis,trans-muconate	A muconate that is the dianion obtained by the deprotonation of both the carboxy groups of cis,trans-muconic acid.	44915	KEGG COMPOUND accession	C07523
804	27292	vinyl carbamate	a	8607	CAS Registry Number	552-70-5
805	27295	violaxanthin	An epoxycarotenol that is 5,5',6,6'-tetrahydro-5,6:5',6'-diepoxy-beta,beta-carotene substituted by hydroxy groups at positions 3 and 3'. It is the naturally occurring xanthophyll pigment found in a variety of plants.	15742	KEGG COMPOUND accession	C02066
806	27300	vitamin D	Any member of a group of fat-soluble hydroxy seco-steroids that exhibit biological activity against vitamin D deficiency. Vitamin D  can be obtained from sun exposure, food and supplements and is biologically inactive and converted into the biologically active calcitriol via double hydroxylation in the body.	17802	CAS Registry Number	1445-07-4
807	27311	volatile oil component	Any plant metabolite that is found naturally as a component of a volatile oil.	27616	KEGG COMPOUND accession	C09305
808	24548	hexadecenoic acid	A C16 straight-chain monounsaturated fatty acid having one C=C double bond.	7719	CAS Registry Number	303-47-9
809	24551	hexadienal	An  enal that is hexadiene carrying an oxo group at position 1.	28243	KEGG COMPOUND accession	C08387
810	24553	hexadienedioic acid	a	17034	KEGG COMPOUND accession	C01838
811	24555	hexadienoic acid	a	17034	CAS Registry Number	638-66-4
812	24556	1,3,5-trinitro-1,3,5-triazinane	An N-nitro compound that is 1,3,5-triazinane in which all three of the hydrogens attached to the nitrogens have been replaced by nitro groups. It is widely used in both industrial and military explosives.	17590	KEGG COMPOUND accession	C01387
