name,value,disease,age,Gender,location,concentration,markerdb_id,method,id
Uric acid,206,Lesch Nyhan Syndrome,Adult: >=18 yrs old,Male,Blood,643.0 (369.0-917.0) uM,366807,,11307586.0
Uric acid,65,Cachexia,Adult: >=18 yrs old,Both,Blood,612.0 (576.0-648.0) uM,119270,"Doehner, W., Rauchhaus, M., Florea, V. G., Sharma, R., Bolger, A. P., Davos, C. H., Coats, A. J. & Anker, S. D. Uric acid in cachectic and noncachectic patients with chronic heart failure: relationship to leg vascular resistance. Am Heart J 141, 792-799 (2001).",11320368.0
Uric acid,1734,Xanthinuria Type 1,Children: 2-17 yrs old,Male,Blood,23.8 uM,366806,,3818951.0
Uric acid,330,Uremia,Children: 2-17 yrs old,Unknown,Blood,496.4 (231.5-761.3) uM,366719,,12675874.0
Vanillylmandelic acid,5823,Eosinophilic Esophagitis,Children: 2-17 yrs old,Unknown,Urine,6.9 (4.1-9.6) umol/mmol creatinine,367194,"Mordechai, Hien, and David S. Wishart",
Vanillylmandelic acid,45,Aromatic L Amino Acid Decarboxylase Deficiency,Infant: 1 wk-2 yrs old,Female,Urine,0.90 umol/mmol creatinine,366740,,9686366.0
Vanillylmandelic acid,1886,Brunner Syndrome,Adult: >=18 yrs old,Male,Urine,0.30 (0.20-0.40) umol/mmol creatinine,366648,,8503438.0
Xanthine,316,Sulfite Oxidase Deficiency,Infant: 1 wk-2 yrs old,Both,Urine,2.3 (1.6-3.0) umol/mmol creatinine,366892,,27289259.0
Xanthine,1900,Phosphoribosylpyrophosphate Synthetase Superactivity,Adult: >=18 yrs old,Female,Urine,524.1 umol/mmol creatinine,204420,"Garcia-Pavia, P., Torres, R. J., Rivero, M., Ahmed, M., Garcia-Puig, J. & Becker, M. A. Phosphoribosylpyrophosphate synthetase overactivity as a cause of uric acid overproduction in a young woman. Arthritis Rheum 48, 2036-2041 (2003).",12847698.0
Xanthine,1734,Xanthinuria Type 1,Adult: >=18 yrs old,Male,Urine,193.0 umol/mmol creatinine,366809,,23249873.0
Xanthine,206,Lesch Nyhan Syndrome,Adult: >=18 yrs old,Male,Urine,31.7 (12.4-50.9) umol/mmol creatinine,366807,,11307586.0
Xanthine,175,Hydrocephalus,Adult: >=18 yrs old,Both,Cerebrospinal_Fluid,5.2 (3.6-6.7) uM,1007,"Castro-Gago, M., Rodriguez, I. N., Rodriguez-Nunez, A., Guitian, J. P., Rocamonde, S. L. & Rodriguez-Segade, S. Therapeutic criteria in hydrocephalic children. Childs Nerv Syst 5, 361-363 (1989).",2611770.0
Xanthine,107,Degenerative Disc Disease,Adult: >=18 yrs old,Both,Cerebrospinal_Fluid,2.3 (2.1-2.5) uM,622,"Eells, J. T. & Spector, R. Purine and pyrimidine base and nucleoside concentrations in human cerebrospinal fluid and plasma. Neurochem Res 8, 1451-1457 (1983).",6656991.0
Xanthine,1466,Molybdenum Cofactor Deficiency,Infant: 1 wk-2 yrs old,Female,Blood,18.0 uM,366895,,3169394.0
Xanthine,67,Canavan Disease,Adult: >=18 yrs old,Both,Blood,6.4 (4.4-8.3) uM,441,"Tavazzi, B., Lazzarino, G., Leone, P., Amorini, A. M., Bellia, F., Janson, C. G., Di Pietro, V., Ceccarelli, L., Donzelli, S., Francis, J. S. & Giardina, B. Simultaneous high performance liquid chromatographic separation of purines, pyrimidines, N-acetylated amino acids, and dicarboxylic acids for the chemical diagnosis of inborn errors of metabolism. Clin Biochem 38, 997-1008 (2005).",16139832.0
Xanthine,330,Uremia,Adult: >=18 yrs old,Both,Blood,9.9 (4.6-15.1) uM,366719,,12675874.0
Urea,4011,Type 4B Bartter Syndrome,Newborn: 0 day-1 wk,Female,Blood,1.1e+04 uM,366660,,18310267.0
Urea,330,Uremia,Adult: >=18 yrs old,Both,Blood,3.8e+04 (2.0e+04-5.7e+04) uM,366719,,12675874.0
Uracil,43,Argininemia,Children: 2-17 yrs old,Male,Urine,144.3 umol/mmol creatinine,366942,,2311630.0
Uracil,114,Dihydropyrimidinase Deficiency,Adult: >=18 yrs old,Female,Urine,495.9 umol/mmol creatinine,366887,,2109146.0
Uracil,1358,Hyperammonemia due to Carbamoyl Phosphate Synthetase I Deficiency,Children: 2-17 yrs old,Both,Urine,265.0 (30.0-500.0) umol/mmol creatinine,367339,MetaGene: Metabolic & Genetic Information Center ,
Uracil,1466,Molybdenum Cofactor Deficiency,Children: 2-17 yrs old,Male,Urine,48.0 umol/mmol creatinine,366899,,26644055.0
Uracil,67,Canavan Disease,Adult: >=18 yrs old,Both,Urine,20.2 (13.0-27.5) umol/mmol creatinine,441,"Tavazzi, B., Lazzarino, G., Leone, P., Amorini, A. M., Bellia, F., Janson, C. G., Di Pietro, V., Ceccarelli, L., Donzelli, S., Francis, J. S. & Giardina, B. Simultaneous high performance liquid chromatographic separation of purines, pyrimidines, N-acetylated amino acids, and dicarboxylic acids for the chemical diagnosis of inborn errors of metabolism. Clin Biochem 38, 997-1008 (2005).",16139832.0
Urocanic acid,1709,Urocanase Deficiency,Adolescent:13-18 yrs old,Unknown,Urine,180.0 (158.0-202.0) umol/mmol creatinine,360608,"Espinos, C., Pineda, M., Martinez-Rubio, D., Lupo, V., Ormazabal, A., Vilaseca, M. A., Spaapen, L. J., Palau, F. & Artuch, R. Mutations in the urocanase gene UROC1 are associated with urocanic aciduria. J Med Genet 46, 407-411 (2009).",19304569.0
Vitamin A,336,Endometrial Cancer,Adult: >=18 yrs old,Female,Blood,2.0 (1.2-2.5) uM,470,"Jeong, N. H., Song, E. S., Lee, J. M., Lee, K. B., Kim, M. K., Yun, Y. M., Lee, J. K., Son, S. K., Lee, J. P., Kim, J. H., Hur, S. Y. & Kwon, Y. I. Preoperative levels of plasma micronutrients are related to endometrial cancer risk. Acta Obstet Gynecol Scand 88, 434-439 (2009).",19235557.0
Vitamin A,161,Hemodialysis,Adult: >=18 yrs old,Both,Blood,2.5 (1.6-3.4) uM,962,"Cabral, P. C., Diniz Ada, S. & de Arruda, I. K. Vitamin A and zinc status in patients on maintenance haemodialysis. Nephrology (Carlton) 10, 459-463 (2005).",16221095.0
Tyramine,1886,Brunner Syndrome,Adult: >=18 yrs old,Male,Urine,2.9 (1.3-4.6) umol/mmol creatinine,366648,,8503438.0
"3,4-Dihydroxyphenylglycol",224,Menkes Disease,Newborn: 0 day-1 wk,Both,Blood,0.0040 (0.0020-0.0060) uM,1315,"Kaler, S. G., Holmes, C. S., Goldstein, D. S., Tang, J., Godwin, S. C., Donsante, A., Liew, C. J., Sato, S. & Patronas, N. Neonatal diagnosis and treatment of Menkes disease. N Engl J Med 358, 605-614 (2008).",18256395.0
18-Hydroxycorticosterone,318,Aldosterone Biosynthesis Defects,Children: 2-17 yrs old,Both,Blood,0.030 (0.012-0.057) uM,1799,"Peter, M., Partsch, C. J. & Sippell, W. G. Multisteroid analysis in children with terminal aldosterone biosynthesis defects. J Clin Endocrinol Metab 80, 1622-1627 (1995).",7745009.0
2-Hydroxyadipic acid,32,Alpha Aminoadipic Aciduria,Children: 2-17 yrs old,Unknown,Urine,125.0 (80.0-170.0) umol/mmol creatinine,367354,,6796766.0
(R)-3-Hydroxyisobutyric acid,115,Diabetes Mellitus Type 2,Adult: >=18 yrs old,Both,Blood,38.0 (33.0-43.0) uM,687,"Avogaro, A. & Bier, D. M. Contribution of 3-hydroxyisobutyrate to the measurement of 3-hydroxybutyrate in human plasma: comparison of enzymatic and gas-liquid chromatography-mass spectrometry assays in normal and in diabetic subjects. J Lipid Res 30, 1811-1817 (1989).",2614280.0
"(S)-3,4-Dihydroxybutyric acid",29,Aldehyde Dehydrogenase Deficiency,Infant: 1 wk-2 yrs old,Male,Urine,985.0 (810.0-1.2e+03) umol/mmol creatinine,120520,"Shinka, T., Inoue, Y., Ohse, M., Ito, A., Ohfu, M., Hirose, S. & Kuhara, T. Rapid and sensitive detection of urinary 4-hydroxybutyric acid and its related compounds by gas chromatography-mass spectrometry in a patient with succinic semialdehyde dehydrogenase deficiency. J Chromatogr B Analyt Technol Biomed Life Sci 776, 57-63 (2002).",12127325.0
2-Methylbutyrylglycine,149,Glutaric Acidemia Type 2,Newborn: 0 day-1 wk,Unknown,Urine,15.6 (8.5-22.7) umol/mmol creatinine,367373,,6158623.0
2-Methylbutyrylglycine,3278,2 Methylbutyryl Co A Dehydrogenase Deficiency,Newborn: 0 day-1 wk,Male,Urine,13.5 (5.7-21.3) umol/mmol creatinine,129635,"Gibson, K. M., Burlingame, T. G., Hogema, B., Jakobs, C., Schutgens, R. B., Millington, D., Roe, C. R., Roe, D. S., Sweetman, L., Steiner, R. D., Linck, L., Pohowalla, P., Sacks, M., Kiss, D., Rinaldo, P. & Vockley, J. 2-Methylbutyryl-coenzyme A dehydrogenase deficiency: a new inborn error of L-isoleucine metabolism. Pediatr Res 47, 830-833 (2000).",10832746.0
3-Hydroxysebacic acid,18,Medium Chain Acyl Co A Dehydrogenase Deficiency,Children: 2-17 yrs old,Unknown,Urine,159.7 (10.6-308.8) umol/mmol creatinine,367385,,6434845.0
2-Methyl-3-hydroxybutyric acid,201,Ketosis,Children: 2-17 yrs old,Female,Urine,590.2 (370.8-809.5) umol/mmol creatinine,367342,B. Middleton et al. 3-Ketothiolase deficiency. Eur J Pediatr (1986) 144:586-589,
3-Hydroxymethylglutaric acid,5823,Eosinophilic Esophagitis,Children: 2-17 yrs old,Unknown,Urine,10.6 (0-21.2) umol/mmol creatinine,367194,"Mordechai, Hien, and David S. Wishart",
17a-Hydroxypregnenolone,1086,Antley Bixler Syndrome With Genital Anomalies And Disordered Steroidogenesis,Infant: 1 wk-2 yrs old,Both,Blood,0.096 (0.012-0.18) uM,366715,,16439592.0
17a-Hydroxypregnenolone,4299,"Congenital Adrenal Insufficiency with 46,XY Sex Reversal",Newborn: 0 day-1 wk,Female,Blood,0.00027 uM,198860,"Kim, C. J., Lin, L., Huang, N., Quigley, C. A., AvRuskin, T. W., Achermann, J. C. & Miller, W. L. Severe combined adrenal and gonadal deficiency caused by novel mutations in the cholesterol side chain cleavage enzyme, P450scc. J Clin Endocrinol Metab 93, 696-702 (2008).",18182448.0
17-Hydroxyprogesterone,267,Phenylketonuria,Adult: >=18 yrs old,Both,Blood,0.15 (0.0022-0.30) uM,1527,"Elvers, L. H., Loeber, J. G., Dhondt, J. L., Fukushi, M., Hannon, W. H., Torresani, T. & Webster, D. First ISNS Reference Preparation for Neonatal Screening for thyrotropin, phenylalanine and 17alpha-hydroxyprogesterone in blood spots. J Inherit Metab Dis 30, 609 (2007).",17574536.0
17-Hydroxyprogesterone,4,Congenital Adrenal Hyperplasia,Infant: 1 wk-2 yrs old,Both,Blood,1.5 uM,366688,,19390483.0
17-Hydroxyprogesterone,1085,Lipoid Congenital Adrenal Hyperplasia,Infant: 1 wk-2 yrs old,Female,Blood,0.00045 (-0.022-0.00045) uM,367338,,9077535.0
17-Hydroxyprogesterone,1086,Antley Bixler Syndrome With Genital Anomalies And Disordered Steroidogenesis,Infant: 1 wk-2 yrs old,Both,Blood,0.028 (0.015-0.042) uM,366715,,16439592.0
2-Methylcitric acid,281,Propionic Acidemia,Adult: >=18 yrs old,Unknown,Urine,31.0 umol/mmol creatinine,366791,,28853722.0
2-Methylcitric acid,58,Biotinidase Deficiency,Children: 2-17 yrs old,Both,Urine,30.0 (10.0-50.0) umol/mmol creatinine,367339,MetaGene: Metabolic & Genetic Information Center ,
2-Ethylhydracrylic acid,3278,2 Methylbutyryl Co A Dehydrogenase Deficiency,Children: 2-17 yrs old,Both,Urine,17.5 (4.0-31.0) umol/mmol creatinine,366921,,17945527.0
2-Ethylhydracrylic acid,1451,3-Methylglutaconic Aciduria Type I,Children: 2-17 yrs old,Unknown,Urine,16.3 (1.9-30.6) umol/mmol creatinine,366922,,1719174.0
2-Ethylhydracrylic acid,3317,Type V 3-Methylglutaconic Aciduria,Children: 2-17 yrs old,Male,Urine,3.7e+03 umol/mmol creatinine,366840,,22797137.0
2-Methoxyestradiol,256,Ovarian Cancer,Adult: >=18 yrs old,Female,Blood,0.00100 (0.0033-0.021) uM,1444,"Lakhani, N. J., Lepper, E. R., Sparreboom, A., Dahut, W. L., Venitz, J. & Figg, W. D. Determination of 2-methoxyestradiol in human plasma, using liquid chromatography/tandem mass spectrometry. Rapid Commun Mass Spectrom 19, 1176-1182 (2005).",15818726.0
2-Hydroxy-3-methylbutyric acid,220,Maple Syrup Urine Disease,Newborn: 0 day-1 wk,Female,Cerebrospinal_Fluid,809.0 uM,116927,"Shigematsu, Y., Kikuchi, K., Momoi, T., Sudo, M., Kikawa, Y., Nosaka, K., Kuriyama, M., Haruki, S., Sanada, K., Hamano, N. & et, a. l. .. Organic acids and branched-chain amino acids in body fluids before and after multiple exchange transfusions in maple syrup urine disease. J Inherit Metab Dis 6, 183-189 (1983).",6422161.0
2-Hydroxy-3-methylbutyric acid,220,Maple Syrup Urine Disease,Infant: 1 wk-2 yrs old,Female,Blood,1.2e+03 uM,116927,"Shigematsu, Y., Kikuchi, K., Momoi, T., Sudo, M., Kikawa, Y., Nosaka, K., Kuriyama, M., Haruki, S., Sanada, K., Hamano, N. & et, a. l. .. Organic acids and branched-chain amino acids in body fluids before and after multiple exchange transfusions in maple syrup urine disease. J Inherit Metab Dis 6, 183-189 (1983).",6422161.0
2-Methylglutaric acid,5823,Eosinophilic Esophagitis,Children: 2-17 yrs old,Unknown,Urine,3.3 (1.8-4.7) umol/mmol creatinine,367194,"Mordechai, Hien, and David S. Wishart",
3-Hydroxyglutaric acid,150,Glutaryl Co A Dehydrogenase Deficiency (Gdhd),Unknown,Unknown,Cerebrospinal_Fluid,4.4e+03 uM,119522,"Baric, I., Wagner, L., Feyh, P., Liesert, M., Buckel, W. & Hoffmann, G. F. Sensitivity and specificity of free and total glutaric acid and 3-hydroxyglutaric acid measurements by stable-isotope dilution assays for the diagnosis of glutaric aciduria type I. J Inherit Metab Dis 22, 867-881 (1999).",10604139.0
3-Hydroxyphenylacetic acid,267,Phenylketonuria,Newborn: 0 day-1 wk,Both,Urine,0.67 (0-3.6) umol/mmol creatinine,1530,"Monch, E., Kneer, J., Jakobs, C., Arnold, M., Diehl, H. & Batzler, U. Examination of urine metabolites in the newborn period and during protein loading tests at 6 months of age--Part 1. Eur J Pediatr 149 Suppl 1, S17-S24 (1990).",2091926.0
Adipic acid,18,Medium Chain Acyl Co A Dehydrogenase Deficiency,Children: 2-17 yrs old,Unknown,Urine,27.1 umol/mmol creatinine,119459,"Tserng, K. Y., Jin, S. J., Kerr, D. S. & Hoppel, C. L. Abnormal urinary excretion of unsaturated dicarboxylic acids in patients with medium-chain acyl-CoA dehydrogenase deficiency. J Lipid Res 31, 763-771 (1990).",2380628.0
Adipic acid,1167,Carnitine Acylcarnitine Translocase Deficiency,Newborn: 0 day-1 wk,Unknown,Urine,91.0 umol/mmol creatinine,336332,"Stanley, C. A., Hale, D. E., Berry, G. T., Deleeuw, S., Boxer, J. & Bonnefont, J. P. Brief report: a deficiency of carnitine-acylcarnitine translocase in the inner mitochondrial membrane. N Engl J Med 327, 19-23 (1992).",1598097.0
Adipic acid,219,Malonyl Co A Decarboxylase Deficiency,Infant: 1 wk-2 yrs old,Male,Urine,144.0 umol/mmol creatinine,120409,"Haan, E. A., Scholem, R. D., Croll, H. B. & Brown, G. K. Malonyl coenzyme A decarboxylase deficiency. Clinical and biochemical findings in a second child with a more severe enzyme defect. Eur J Pediatr 144, 567-570 (1986).",3709568.0
5-Hydroxylysine,5823,Eosinophilic Esophagitis,Children: 2-17 yrs old,Unknown,Urine,7.3 (5.2-9.3) umol/mmol creatinine,367194,"Mordechai, Hien, and David S. Wishart",
5-Hydroxylysine,33,Alzheimer's Disease,Elderly: 65-100+ yrs old,Both,Blood,0.50 (0.47-0.53) uM,129,"Fonteh, A. N., Harrington, R. J., Tsai, A., Liao, P. & Harrington, M. G. Free amino acid and dipeptide changes in the body fluids from Alzheimer's disease subjects. Amino Acids 32, 213-224 (2007).",17031479.0
cis-4-Hydroxycyclohexylacetic acid,157,Hawkinsinuria,Newborn: 0 day-1 wk,Both,Urine,31.4 (5.6-57.3) umol/mmol creatinine,366811,,26226126.0
3-Methylcrotonylglycine,281,Propionic Acidemia,Adult: >=18 yrs old,Unknown,Urine,0.41 umol/mmol creatinine,366791,,28853722.0
3-Methylcrotonylglycine,5,3 Hydroxy 3 Methylglutaryl Co A Lyase Deficiency,Newborn: 0 day-1 wk,Male,Urine,27.6 umol/mmol creatinine,366682,,23705938.0
3-Methylcrotonylglycine,58,Biotinidase Deficiency,Children: 2-17 yrs old,Both,Urine,27.5 (5.0-50.0) umol/mmol creatinine,367339,MetaGene: Metabolic & Genetic Information Center ,
Allantoin,222,Meningitis,Adult: >=18 yrs old,Both,Cerebrospinal_Fluid,41.3 (21.7-60.9) uM,1304,"Kastenbauer, S., Koedel, U., Becker, B. F. & Pfister, H. W. Oxidative stress in bacterial meningitis in humans. Neurology 58, 186-191 (2002).",11805243.0
Allantoin,83,Chronic Kidney Disease,Adult: >=18 yrs old,Both,Blood,20.5 (14.0-27.0) uM,366926,,18636793.0
Calcium,4011,Type 4B Bartter Syndrome,Infant: 1 wk-2 yrs old,Female,Urine,6.0 umol/mmol creatinine,366660,,18310267.0
Calcium,2278,Antenatal Bartter Syndrome Type 1,Children: 2-17 yrs old,Female,Urine,2.5e+03 (1.7e+03-3.4e+03) umol/mmol creatinine,335449,"Adachi, M., Asakura, Y., Sato, Y., Tajima, T., Nakajima, T., Yamamoto, T. & Fujieda, K. Novel SLC12A1 (NKCC2) mutations in two families with Bartter syndrome type 1. Endocr J 54, 1003-1007 (2007).",17998760.0
Calcium,1377,Antenatal Bartter Syndrome Type 2,Newborn: 0 day-1 wk,Female,Urine,3.8e+03 umol/mmol creatinine,366654,,26069767.0
Biopterin,262,Parkinson's Disease,Unknown,Unknown,Cerebrospinal_Fluid,0.0085 (0.0082-0.0088) uM,366939,,7669428.0
Biopterin,302,Sepiapterin Reductase Deficiency,Children: 2-17 yrs old,Male,Cerebrospinal_Fluid,0.038 (0.028-0.047) uM,366762,,18502672.0
Biopterin,301,Segawa Syndrome,Adult: >=18 yrs old,Unknown,Cerebrospinal_Fluid,20.6 (19.2-22.0) uM,1724,"Furuya, H., Murai, H., Takasugi, K., Ohyagi, Y., Urano, F., Kishi, T., Ichinose, H. & Kira, J. A case of late-onset Segawa syndrome (autosomal dominant dopa-responsive dystonia) with a novel mutation of the GTP-cyclohydrase I (GCH1) gene. Clin Neurol Neurosurg 108, 784-786 (2006).",16289769.0
5-Hydroxy-L-tryptophan,45,Aromatic L Amino Acid Decarboxylase Deficiency,Infant: 1 wk-2 yrs old,Female,Cerebrospinal_Fluid,0.063 uM,366740,,9686366.0
3-Methylhistidine,281,Propionic Acidemia,Adult: >=18 yrs old,Both,Urine,44.5 (43.2-45.8) umol/mmol creatinine,367345,,19551947.0
3-Methylhistidine,5988,Preeclampsia/Eclampsia,Adult: >=18 yrs old,Female,Blood,50.7 uM,367357,,22494326.0
3-Methylhistidine,83,Chronic Kidney Disease,Adult: >=18 yrs old,Both,Blood,13.0 (2.6-23.4) uM,958,"Raj, D. S., Ouwendyk, M., Francoeur, R. & Pierratos, A. Plasma amino acid profile on nocturnal hemodialysis. Blood Purif 18, 97-102 (2000).",10838467.0
3-Methylhistidine,33,Alzheimer's Disease,Elderly: 65-100+ yrs old,Both,Blood,5.2 (3.9-6.4) uM,129,"Fonteh, A. N., Harrington, R. J., Tsai, A., Liao, P. & Harrington, M. G. Free amino acid and dipeptide changes in the body fluids from Alzheimer's disease subjects. Amino Acids 32, 213-224 (2007).",17031479.0
Caprylic acid,18,Medium Chain Acyl Co A Dehydrogenase Deficiency,Children: 2-17 yrs old,Both,Urine,213.0 (16.0-410.0) umol/mmol creatinine,366632,,6616873.0
Vanillic acid,5823,Eosinophilic Esophagitis,Children: 2-17 yrs old,Unknown,Urine,3.5 (2.4-4.5) umol/mmol creatinine,367194,"Mordechai, Hien, and David S. Wishart",
Aspartylglycosamine,1132,Aspartylglucosaminuria,Children: 2-17 yrs old,Both,Urine,175.0 (100.0-250.0) umol/mmol creatinine,367339,MetaGene: Metabolic & Genetic Information Center ,
Etiocholanolone,131,Familial Mediterranean Fever,Adult: >=18 yrs old,Both,Blood,0.0040 (0.0031-0.0049) uM,821,"George, J. M., Wolff, S. M., Diller, E. & Bartter, F. C. Recurrent fever of unknown etiology: failure to demonstrate association between fever and plasma unconjugated etiocholanolone. J Clin Invest 48, 558-563 (1969).",4886315.0
3-Methyl-2-oxovaleric acid,220,Maple Syrup Urine Disease,Adult: >=18 yrs old,Both,Urine,209.0 (174.0-244.0) umol/mmol creatinine,1285,"Schadewaldt, P., Hammen, H. W., Ott, A. C. & Wendel, U. Renal clearance of branched-chain L-amino and 2-oxo acids in maple syrup urine disease. J Inherit Metab Dis 22, 706-722 (1999).",10472531.0
3-Methyl-2-oxovaleric acid,220,Maple Syrup Urine Disease,Adult: >=18 yrs old,Both,Blood,142.0 (133.0-151.0) uM,1285,"Schadewaldt, P., Hammen, H. W., Ott, A. C. & Wendel, U. Renal clearance of branched-chain L-amino and 2-oxo acids in maple syrup urine disease. J Inherit Metab Dis 22, 706-722 (1999).",10472531.0
Chlorine,103,Cystic Fibrosis,Unknown,Unknown,Sweat,1.0e+05 (7.0e+04-1.3e+05) uM,367510,,1626916.0
Androstanediol,282,Prostate Cancer,Adult: >=18 yrs old,Both,Urine,0.100 (0.060-0.14) umol/mmol creatinine,1644,"Puah, C. M., Williams, G. & Ghanadian, R. Urinary unconjugated 5 alpha-androstane-3 alpha, 17 beta-diol in patients with prostatic tumours. Urol Res 10, 81-84 (1982).",6180540.0
Ribitol,297,Ribose 5 Phosphate Isomerase Deficiency,Newborn: 0 day-1 wk,Unknown,Urine,154.5 (123.0-186.0) umol/mmol creatinine,1219,"Huck, J. H., Verhoeven, N. M., Struys, E. A., Salomons, G. S., Jakobs, C. & van der Knaap, M. S. Ribose-5-phosphate isomerase deficiency: new inborn error in the pentose phosphate pathway associated with a slowly progressive leukoencephalopathy. Am J Hum Genet 74, 745-751 (2004).",14988808.0
Ribitol,297,Ribose 5 Phosphate Isomerase Deficiency,Adult: >=18 yrs old,Both,Blood,20.0 (6.0-35.0) uM,1219,"Huck, J. H., Verhoeven, N. M., Struys, E. A., Salomons, G. S., Jakobs, C. & van der Knaap, M. S. Ribose-5-phosphate isomerase deficiency: new inborn error in the pentose phosphate pathway associated with a slowly progressive leukoencephalopathy. Am J Hum Genet 74, 745-751 (2004).",14988808.0
Aminoadipic acid,32,Alpha Aminoadipic Aciduria,Children: 2-17 yrs old,Both,Urine,1.3e+04 umol/mmol creatinine,367339,MetaGene: Metabolic & Genetic Information Center ,
