abbreviation_metabolite,casregistry_metabolite,cheblid_metabolite,description_metabolite,fullname_metabolite,hmdb_metabolite,inchikey_metabolite,inchistring_metabolite,keggid_metabolite,biocyc_metabolite,food_db_metabolite,reconmap3_metabolite,smile_metabolite,inchiKey_metabolite,inchiString_metabolite
adrnl,51-43-4,28918,"Human Metabolome Database (HMDB): Epinephrine is a catecholamine, a sympathomimetic monoamine derived from the amino acids phenylalanine and tyrosine. It is the active sympathomimetic hormone secreted from the adrenal medulla in most species. It stimulates both the alpha- and beta- adrenergic systems, causes systemic vasoconstriction and gastrointestinal relaxation, stimulates the heart, and dilates bronchi and cerebral vessels. It is used in asthma and cardiac failure and to delay absorption of local anesthetics. Epinephrine also constricts arterioles in the skin and gut while dilating arterioles in leg muscles. It elevates the blood sugar level by increasing hydrolysis of glycogen to glucose in the liver, and at the same time begins the breakdown of lipids in adipocytes. Epinephrine has a suppressive effect on the immune system.",Epinephrine,HMDB0000068,,,C00788,L-EPINEPHRINE,FDB021889,adrnl,[H]OC1=C([H])C([H])=C(C([H])=C1O[H])[C@@]([H])(O[H])C([H])([H])[N+]([H])([H])C([H])([H])[H],UCTWMZQNUQWSLP-VIFPVBQESA-O,"InChI=1S/C9H13NO3/c1-10-5-9(13)6-2-3-7(11)8(12)4-6/h2-4,9-13H,5H2,1H3/p+1/t9-/m0/s1"
adsel,,2485,Human Metabolome Database (HMDB): Adenylylselenate is an intermediate in selenoamino acid metabolism. Adenylylselenate is produced from selenate via the enzyme sulfate adenylyltransferase [EC:2.7.7.4] and then converted to selenite via the enzyme adenylylsulfate reductase [EC:1.8.99.2]. The reaction between adenylselenate and adenylylsulfate kinase [EC:2.7.1.25] also gives rise to the 3'-Phosphoadenylylselenate.,Adenylylselenate,HMDB0004112,,,C05686,,FDB023314,,[H]O[C@@]1([H])[C@@]([H])(O[C@]([H])(C([H])([H])OP([O-])(=O)O[Se]([O-])(=O)=O)[C@@]1([H])O[H])N1C([H])=NC2=C(N=C([H])N=C12)N([H])[H],XCADVMZZFPIERR-KQYNXXCUSA-L,"InChI=1S/C10H14N5O10PSe/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(24-10)1-23-26(18,19)25-27(20,21)22/h2-4,6-7,10,16-17H,1H2,(H,18,19)(H2,11,12,13)(H,20,21,22)/p-2/t4-,6-,7-,10-/m1/s1"
aflatoxin,1162-65-8,2504,"Human Metabolome Database (HMDB): Aflatoxins are naturally occurring mycotoxins that are produced by many species of Aspergillus, a fungus, most notably Aspergillus flavus and Aspergillus parasiticus. At least 13 different types of aflatoxin are produced in nature. Aflatoxin B1 is considered the most toxic and is produced by both Aspergillus flavus and Aspergillus parasiticus. The native habitat of Aspergillus is in soil, decaying vegetation, hay, and grains undergoing microbiological deterioration and it invades all types of organic substrates whenever conditions are favorable for its growth. Favorable conditions include high moisture content (at least 7%) and high temperature. Aflatoxins B1 (AFB1) are contaminants of improperly stored foods; they are potent genotoxic and carcinogenic compounds, exerting their effects through damage to DNA. They can also induce mutations that increase oxidative damage. (PMID: 17214555). Crops which are frequently affected by Aspergillus contamination include cereals (maize, sorghum, pearl millet, rice, wheat), oilseeds (peanut, soybean, sunflower, cotton), spices (chile peppers, black pepper, coriander, turmeric, ginger), and tree nuts (almond, pistachio, walnut, coconut, brazil nut).",Aflatoxin B1,HMDB0006552,,,C06800,CPD-4592,FDB014816,aflatoxin,[H]C1=C([H])[C@@]2([H])C3=C4OC(=O)C5=C(C4=C(OC([H])([H])[H])C([H])=C3O[C@@]2([H])O1)C([H])([H])C([H])([H])C5=O,OQIQSTLJSLGHID-WNWIJWBNSA-N,"InChI=1S/C17H12O6/c1-20-10-6-11-14(8-4-5-21-17(8)22-11)15-13(10)7-2-3-9(18)12(7)16(19)23-15/h4-6,8,17H,2-3H2,1H3/t8-,17+/m0/s1"
agal1b3agal,,,,"Beta-1,3-N,N-diacetylgalactosamine",,,,,,,,,,
agal1b6agal,,,,"Beta-1,6-N,N-diacetylgalactosamine",,,,,,,,,,
agam1b3agal,,,,"Beta-1,3-N-acetylglucosamine-N-acetylgalactosamine",,,,,,,,,,
agam1b6agal,,,,"Beta-1,6-N-acetylglucosamine-N-acetylgalactosamine",,,,,,,,,,
agdpcbi,,,"Human Metabolome Database (HMDB): Adenosylcobinamide-GDP,a known de novo intermediate, is involved in Porphyrin and chlorophyll metabolism.In Salmonella typhimurium LT2, under anaerobic conditions, CobU (EC 2.7.7.62 and EC 2.7.1.156), CobT (EC 2.4.2.21), CobC (EC 3.1.3.73) and CobS (EC 2.7.8.26) catalyse reactions in the nucleotide loop. assembly pathway, which convert adenosylcobinamide (AdoCbi) into. adenosylcobalamin (AdoCbl). CobT and CobC are involved in 5,6-dimethylbenzimidazole activation whereby. 5,6-dimethylbenzimidazole is converted to its riboside,. alpha-ribazole. The second branch of the nuclotide loop assembly. pathway is the cobinamide (Cbi) activation branch where AdoCbi or. adenosylcobinamide-phosphate is converted to the activated. intermediate AdoCbi-GDP by the bifunctional enzyme Cob U. The final. step in adenosylcobalamin biosynthesis is the condensation of. AdoCbi-GDP with alpha-ribazole, which is catalysed by EC 2.7.8.26,. cobalamin synthase (CobS), to yield adenosylcobalamin.",Adenosine-GDP-cobinamide,HMDB0012185,,,,,,,,,
agm,306-60-5,17431,"Human Metabolome Database (HMDB): Agmatine ((4-aminobutyl)guanidine, NH2-CH2-CH2-CH2-CH2-NH-C(-NH2)(=NH)) is the decarboxylation product of the amino acid arginine and is an intermediate in polyamine biosynthesis. It is a putative neurotransmitter. It is synthesized in the brain, stored in synaptic vesicles, accumulated by uptake, released by membrane depolarization, and inactivated by agmatinase. Agmatine binds to 2-adrenergic receptor and imidazoline binding sites, and blocks NMDA receptors and other cation ligand-gated channels. Agmatine inhibits nitric oxide synthase (NOS), and induces the release of some peptide hormones. Treatment with exogenous agmatine exerts neuroprotective effects in animal models of neurotrauma. -- Wikipedia.",Agmatine,HMDB0001432,,,C00179,AGMATHINE,FDB008310,agm,[H]N([H])C(N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[N+]([H])([H])[H])=[N+]([H])[H],QYPPJABKJHAVHS-UHFFFAOYSA-P,"InChI=1S/C5H14N4/c6-3-1-2-4-9-5(7)8/h1-4,6H2,(H4,7,8,9)/p+2"
ahandrostan,53-42-9,28195,"Human Metabolome Database (HMDB): Etiocholanolone is the 5-beta-reduced isomer of androsterone. Etiocholanolone is a major metabolite of testosterone and androstenedione in many mammalian species including humans. It is excreted in the urine and is androgenically inactive. Classified a ketosteroid, it causes fever (it is a pyrogen), immunostimulation and leukocytosis. The pyrogenic effect of Etiocholanolone has been shown to be due to the release of interleukin-1 (IL-1) from the leukocytes that are mobilized in response to its production or injection. Etiocholanolone has anticonvulsant activity and may be an endogenous modulator of seizure susceptibility. Significantly increased values of etiocholanolone (along with testoterone and androsterone) an be detected in the urine of men with androgenic alopecia (male pattern baldness).",Etiocholanolone,HMDB0000490,,,C04373,,FDB022072,ahandrostan,[H]O[C@]1([H])C([H])([H])C([H])([H])[C@@]2(C([H])([H])[H])[C@]([H])(C([H])([H])C([H])([H])[C@@]3([H])[C@]4([H])C([H])([H])C([H])([H])C(=O)[C@@]4(C([H])([H])[H])C([H])([H])C([H])([H])[C@]23[H])C1([H])[H],QGXBDMJGAMFCBF-BNSUEQOYSA-N,"InChI=1S/C19H30O2/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(21)19(15,2)10-8-16(14)18/h12-16,20H,3-11H2,1-2H3/t12-,13-,14+,15+,16+,18+,19+/m1/s1"
ahandrostanglc,,37451,"Human Metabolome Database (HMDB): Etiocholanolone glucuronide is a natural human metabolite of etiocholanolone generated in the liver by UDP glucuonyltransferase. Etiocholanolone (or 5-isoandrosterone) is a metabolite of testosterone. Classified a ketosteroid, it causes fever, immunostimulation and leukocytosis. Glucuronidation is used to assist in the excretion of toxic substances, drugs or other substances that cannot be used as an energy source. Glucuronic acid is attached via a glycosidic bond to the substance, and the resulting glucuronide, which has a much higher water solubility than the original substance, is eventually excreted by the kidneys.",Etiocholanolone glucuronide,HMDB0004484,,,C11136,Beta-D-Glucuronides,FDB023376,ahandrostanglc,[H]OC(=O)[C@@]1([H])O[C@@]([H])(O[C@]2([H])C([H])([H])C([H])([H])[C@@]3(C([H])([H])[H])[C@]([H])(C([H])([H])C([H])([H])[C@@]4([H])[C@]5([H])C([H])([H])C([H])([H])C(=O)[C@@]5(C([H])([H])[H])C([H])([H])C([H])([H])[C@]34[H])C2([H])[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H],VFUIRAVTUVCQTF-SDHZCXLISA-N,"InChI=1S/C25H38O8/c1-24-9-7-13(32-23-20(29)18(27)19(28)21(33-23)22(30)31)11-12(24)3-4-14-15-5-6-17(26)25(15,2)10-8-16(14)24/h12-16,18-21,23,27-29H,3-11H2,1-2H3,(H,30,31)/t12-,13-,14+,15+,16+,18+,19+,20-,21+,23-,24+,25+/m1/s1"
ahcys,979-92-0,16680,"Human Metabolome Database (HMDB): S-Adenosyl-L-homocysteine (SAH) is formed by the demethylation of S-adenosyl-L-methionine. S-Adenosylhomocysteine (AdoHcy or SAH) is also the immediate precursor of all of the homocysteine produced in the body. The reaction is catalyzed by S-adenosylhomocysteine hydrolase and is reversible with the equilibrium favoring formation of SAH. In vivo, the reaction is driven in the direction of homocysteine formation by the action of the enzyme adenosine deaminase which converts the second product of the S-adenosylhomocysteine hydrolase reaction, adenosine, to inosine. Except for methyl transfer from betaine and from methylcobalamin in the methionine synthase reaction, SAH is the product of all methylation reactions that involve S-adenosylmethionine (SAM) as the methyl donor. Methylation is significant in epigenetic regulation of protein expression via DNA and histone methylation. The inhibition of these SAM-mediated processes by SAH is a proven mechanism for metabolic alteration. Because the conversion of SAH to homocysteine is reversible, with the equilibrium favoring the formation of SAH, increases in plasma homocysteine are accompanied by an elevation of SAH in most cases. Disturbances in the transmethylation pathway indicated by abnormal SAH, SAM, or their ratio have been reported in many neurodegenerative diseases, such as dementia, depression, and Parkinson's disease (PMID: 18065573, 17892439). Therefore, when present in sufficiently high levels, S-adenosylhomocysteine can act as an immunotoxin and a metabotoxin. An immunotoxin disrupts, limits the function, or destroys immune cells. A metabotoxin is an endogenous metabolite that causes adverse health effects at chronically high levels. Chronically high levels of S-adenosylhomocysteine are associated with S-adenosylhomocysteine (SAH) hydrolase deficiency and adenosine deaminase deficiency. S-Adenosylhomocysteine forms when there are elevated levels of homocysteine and adenosine. S-Adenosyl-L-homocysteine is a potent inhibitor of S-adenosyl-L-methionine-dependent methylation reactions. It is toxic to immature lymphocytes and can lead to immunosuppression (PMID: 221926).",S-Adenosylhomocysteine,HMDB0000939,,,C00021,ADENOSYL-HOMO-CYS,FDB022327,ahcys,[H]O[C@@]1([H])[C@@]([H])(O[C@]([H])(C([H])([H])SC([H])([H])C([H])([H])[C@@]([H])(C([O-])=O)[N+]([H])([H])[H])[C@@]1([H])O[H])N1C([H])=NC2=C(N=C([H])N=C12)N([H])[H],ZJUKTBDSGOFHSH-WFMPWKQPSA-N,"InChI=1S/C14H20N6O5S/c15-6(14(23)24)1-2-26-3-7-9(21)10(22)13(25-7)20-5-19-8-11(16)17-4-18-12(8)20/h4-7,9-10,13,21-22H,1-3,15H2,(H,23,24)(H2,16,17,18)/t6-,7+,9+,10+,13+/m0/s1"
ahdt,20574-65-6,18372,"Human Metabolome Database (HMDB): The biosynthesis of tetrahydrobiopterin (BH4) from dihydroneopterin triphosphate (NH2P3) was studied in human liver extract. The phosphate-eliminating enzyme (PEE) was purified approximately 750-fold. The conversion of NH2P3 to BH4 was catalyzed by this enzyme in the presence of partially purified sepiapterin reductase, Mg2+ and NADPH. The PEE is heat stable when heated at 80 degrees C for 5 min. It has a molecular weight of 63 000 daltons. One possible intermediate 6-(1'-hydroxy-2'-oxopropyl)5,6,7,8-tetrahydropterin(2'-oxo-tetrahydropte rin) was formed upon incubation of BH4 in the presence of sepiapterin reductase and NADP+ at pH 9.0. Reduction of this compound with NaBD4 yielded monodeutero threo and erythro-BH4, the deuterium was incorporated at the 2' position. This and the UV spectra were consistent with a 2'-oxo-tetrahydropterin structure. Dihydrofolate reductase (DHFR) catalyzed the reduction of BH2 to BH4 and was found to be specific for the pro-R-NADPH side. The sepiapterin reductase catalyzed the transfer of the pro-S hydrogen of NADPH during the reduction of sepiapterin to BH2. In the presence of crude liver extracts the conversion of NH2P3 to BH4 requires NADPH. Two deuterium atoms were incorporated from (4S-2H)NADHP in the 1' and 2' position of the BH4 side chain. Incorporation of one hydrogen from the solvent was found at position C(6). These results are consistent with the occurrence of an intramolecular redox exchange between the pteridine nucleus and the side chain and formation of 6-pyruvoyl-5,6,7,8-tetrahydropterin(tetrahydro-1'-2'-dioxopterin) as intermediate. PMID: 3930838.",Dihydroneopterin triphosphate,HMDB0000980,,,C04895,6-1S2R-12-DIHYDROXY-3-TRIPHOSPHOOXY,FDB022349,ahdt,[H]O[C@@]([H])(C1=NC2=C(N=C(N([H])[H])N([H])C2=O)N([H])C1([H])[H])[C@]([H])(O[H])C([H])([H])OP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O,DGGUVLXVLHAAGT-UJURSFKZSA-J,"InChI=1S/C9H16N5O13P3/c10-9-13-7-5(8(17)14-9)12-3(1-11-7)6(16)4(15)2-25-29(21,22)27-30(23,24)26-28(18,19)20/h4,6,15-16H,1-2H2,(H,21,22)(H,23,24)(H2,18,19,20)(H4,10,11,13,14,17)/p-4/t4-,6+/m0/s1"
ai15tca1,,,,"Anteisopentadecanoyllipoteichoic acid (n=24), linked, unsubstituted",,,,,,,,,,
ai15tcaacgam,,,,"Anteisopentadecanoyllipoteichoic acid (n=24), linked, N-acetyl-D-glucosamine",,,,,,,,,,
ai15tcaala_D,,,,"Anteisopentadecanoyllipoteichoic acid (n=24), linked, D-alanine substituted",,,,,,,,,,
ai15tcaglc,,,,"Anteisopentadecanoyllipoteichoic acid (n=24), linked, glucose substituted",,,,,,,,,,
ai17tca1,,,,"Anteisoheptadecanoyllipoteichoic acid (n=24), linked, unsubstituted",,,,,,,,,,
ai17tcaacgam,,,,"Anteisoheptadecanoyllipoteichoic acid (n=24), linked, N-acetyl-D-glucosamine",,,,,,,,,,
ai17tcaala_D,,,,"Anteisoheptadecanoyllipoteichoic acid (n=24), linked, D-alanine substituted",,,,,,,,,,
ai17tcaglc,,,,"Anteisoheptadecanoyllipoteichoic acid (n=24), linked, glucose substituted",,,,,,,,,,
aicar,3031-94-5,18406,Human Metabolome Database (HMDB): AICAR also known as ZMP is an analog of AMP that is capable of stimulating AMP-dependent protein kinase activity(AMPK). AICAR is an intermediate in the generation of inosine monophosphate. AICAR is being clinically used to treat and protect against cardiac ischemic injury. AICAR can enter cardiac cells to inhibit adenosine kinase and adenosine deaminase. It enhances the rate of nucleotide re-synthesis increasing adenosine generation from adenosine monophosphate only during conditions of myocardial ischemia. AICAR increases glucose uptake by inducing translocation of GLUT4 and/or by activating the p38 MAPK pathway.,AICAR,HMDB0001517,,,C04677,AICAR,FDB001213,aicar,[H]O[C@@]1([H])[C@@]([H])(O[C@]([H])(C([H])([H])OP([O-])([O-])=O)[C@@]1([H])O[H])N1C([H])=NC(C(=O)N([H])[H])=C1N([H])[H],NOTGFIUVDGNKRI-UUOKFMHZSA-L,"InChI=1S/C9H15N4O8P/c10-7-4(8(11)16)12-2-13(7)9-6(15)5(14)3(21-9)1-20-22(17,18)19/h2-3,5-6,9,14-15H,1,10H2,(H2,11,16)(H2,17,18,19)/p-2/t3-,5-,6-,9-/m1/s1"
aihpdcoa,,,,"Fa12coa,Anteiso-C17:0 CoA   Anteisoheptadecanoyl-CoA",,,,,,,,,,
aipdcoa,,,,"Fa4coa,Anteiso-C15:0 CoA   Anteisopentadecanoyl-CoA",,,,,,,,,,
air,25635-88-5,28843,"Human Metabolome Database (HMDB): 5-aminoimidazole ribonucleotide (AIR), is an intermediate of purine nucleotide biosynthesis. It is also the precursor to 4-amino-2-methyl-5-hydroxymethylpyrimidine (HMP), the first product of pyrimidine biosynthesis. This reaction is mediated by the enzyme HMP-P kinase (ThiD). HMP is a precursor of thiamine phosphate (TMP), and subsequently to thiamine pyrophosphate (TPP). TPP is an essential cofactor in all living systems that plays a central role in metabolism. (PMID: 15326535). 5-Aminoimidazole ribonucleotide is a substrate for a number of proteins including: Scaffold attachment factor B2, Multifunctional protein ADE2, Pulmonary surfactant-associated protein B, Tumor necrosis factor receptor superfamily member 25, Pulmonary surfactant-associated protein C, Serine/threonine-protein kinase Chk1, Vinexin, Trifunctional purine biosynthetic protein adenosine-3, Antileukoproteinase 1 and Scaffold attachment factor B.",5-Aminoimidazole ribonucleotide,HMDB0001235,,,C03373,5-PHOSPHORIBOSYL-5-AMINOIMIDAZOL,FDB022504,air,[H]O[C@@]1([H])C([H])(O[C@]([H])(C([H])([H])OP([O-])([O-])=O)[C@@]1([H])O[H])N1C([H])=NC([H])=C1N([H])[H],PDACUKOKVHBVHJ-LLRQIJQNSA-L,"InChI=1S/C8H14N3O7P/c9-5-1-10-3-11(5)8-7(13)6(12)4(18-8)2-17-19(14,15)16/h1,3-4,6-8,12-13H,2,9H2,(H2,14,15,16)/p-2/t4-,6-,7-,8?/m0/s1"
ak2g_hs,,52595,,1-Alkyl 2-Acylglycerol,,,,C03201,,,,[H]OC([H])([H])C([H])(OC([*])=O)C([H])([H])O[*],,
ak2gchol_hs,,36702,,1-Alkyl 2-Acylglycerol 3-Phosphocholine,,,,C05212,,,,[H]OP(=O)(OC([H])([H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])OC([H])([H])[C@]([H])(OC([*])=O)C([H])([H])O[*],,
ak2gp_hs,,,,1-Alkyl 2-Acylglycerol 3-Phosphate,,,,C05977,,,,[H]C([H])(O*)C([H])(OC(*)=O)C([H])([H])OP([O-])([O-])=O,,
ak2gpe_hs,,,,1-Alkyl 2-Acylglycerol 3-Phosphoethanolamine,,,,C04475,,,,[H]OP(=O)(OC([H])([H])C([H])([H])N([H])[H])OC([H])([H])C([H])(OC(*)=O)C([H])([H])O*,,
ak2lgchol_hs,,560225,"Human Metabolome Database (HMDB): 1-Octadecyl-sn-glycero-3-phosphocholine is an intermediate in the ether lipid metabolism pathway. 1-Octadecyl-sn-glycero-3-phosphocholine is irreversibly produced from 2-acetyl-1-(9Z-octadecenyl)-sn-glycero-3-phosphocholine via the enzyme 1-alkyl-2-acetylglycerophosphocholine esterase (EC 3.1.1.47). 1-Octadecyl-sn-glycero-3-phosphocholine is an ether phospho-ether lipid. Ether lipids are lipids in which one or more of the carbon atoms on glycerol are bonded to an alkyl chain via an ether linkage, as opposed to the usual ester linkage. Plasmalogens are glycerol ether phospholipids. They are of two types, alkyl ether (-O-CH2-) and alkenyl ether (-O-CH=CH-). Dihydroxyacetone phosphate (DHAP) serves as the glycerol precursor for the synthesis of plasmalogens. Three major classes of plasmalogens have been identified: choline, ethanolamine and serine derivatives. Ethanolamine plasmalogen is prevalent in myelin. Choline plasmalogen is abundant in cardiac tissue. Usually, the highest proportion of the plasmalogen form is in the ethanolamine class with rather less in choline, and commonly little or none in other phospholipids such as phosphatidylinositol. In choline plasmalogens of most tissues, a higher proportion is often of the O-alkyl rather than the O-alkenyl form, but the reverse tends to be true in heart lipids. In animal tissues, the alkyl and alkenyl moieties in both non-polar and phospholipids tend to be rather simple in composition with 16:0, 18:0 and 18:1 (double bond in position 9) predominating. Ether analogues of triacylglycerols, i.e. 1-alkyldiacyl-sn-glycerols, are present at trace levels only if at all in most animal tissues, but they can be major components of some marine lipids.",LysoPC(O-18:0),HMDB0011149,,,C04317,,FDB027924,ak2lgchol_hs,[H]O[C@]([H])(C([H])([H])O[*])C([H])([H])OP(=O)(O[H])OC([H])([H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],XKBJVQHMEXMFDZ-AREMUKBSSA-N,
akdhap_hs,,,,1-Alkyldihydroxyacetone Phosphate,,,,,,,,,,
akg,328-50-7,30915,"Human Metabolome Database (HMDB): Oxoglutaric acid, also known as alpha-ketoglutarate, alpha-ketoglutaric acid, AKG or 2-Oxoglutaric acid, is classified as a gamma-keto acid or a Gamma-keto acid derivative. Gamma-keto acids are organic compounds containing an aldehyde substituted with a keto group on the C4 carbon atom. Alpha-ketoglutarate is considered to be soluble (in water) and acidic. Alpha-ketoglutarate (AKG) is a key molecule in the Krebs, TCA or citric acid cycle, playing a fundamental role in determining the overall rate of this important metabolic process (PMID: 26759695). In the TCA cycle, AKG is decarboxylated to succinyl-CoA and carbon dioxide by AKG dehydrogenase, which functions as a key control point of the TCA cycle. Additionally, AKG can be generated from isocitrate by oxidative decarboxylation catalyzed by the enzyme known as isocitrate dehydrogenase (IDH). In addition to these routes of production, AKG can be produced from glutamate by oxidative deamination via glutamate dehydrogenase, and as a product of pyridoxal phosphate-dependent transamination reactions (mediated by branched-chain amino acid transaminases) in which glutamate is a common amino donor. AKG is a nitrogen scavenger and a source of glutamate and glutamine that stimulates protein synthesis and inhibits protein degradation in muscles. In particular, AKG can decrease protein catabolism and increase protein synthesis to enhance bone tissue formation in skeletal muscles (PMID: 26759695). Interestingly, enteric feeding of AKG supplements can significantly increase circulating plasma levels of such hormones as insulin, growth hormone and insulin like growth factor-1 (PMID: 26759695). It has recently been shown that AKG can extend the lifespan of adult C. elegans by inhibiting ATP synthase and TOR (PMID: 24828042). In combination with molecular oxygen, alpha-ketoglutarate is required for the hydroxylation of proline to hydroxyproline in the production of Type 1 collagen. A recent study has shown that α-ketoglutarate promotes TH1 differentiation along with the depletion of glutamine thereby favoring Treg (regulatory T-cell) differentiation (PMID: 26420908). Alpha-ketoglutarate has been found to be associated with fumarase deficiency, 2-Ketoglutarate dehydrogenase complex deficiency and D-2-hydroxyglutaric aciduria which is an inborn error of metabolism (PMID: 8338207).",Oxoglutaric acid,HMDB0000208,,,C00026,2-KETOGLUTARATE,FDB003361,akg,[H]C([H])(C([O-])=O)C([H])([H])C(=O)C([O-])=O,KPGXRSRHYNQIFN-UHFFFAOYSA-L,"InChI=1S/C5H6O5/c6-3(5(9)10)1-2-4(7)8/h1-2H2,(H,7,8)(H,9,10)/p-2"
